Origin Airport Code,Dest Airport Code,Fly Distance,Origin Latitude,Origin Longitude,Dest Latitude,Dest Longitude
LAX,TPA,2158,33.938,-118.387,27.963,-82.54
LBB,AUS,341,33.666,-101.823,30.183,-97.68
LBB,DEN,456,33.666,-101.823,39.847,-104.656
LBB,DFW,282,33.666,-101.823,32.897,-97.022
LBB,IAH,458,33.666,-101.823,29.984,-95.361
LGA,AGS,678,40.779,-73.88,33.365,-81.964
LGA,ATL,762,40.779,-73.88,33.63,-84.442
LGA,BNA,764,40.779,-73.88,36.111,-86.688
LGA,BOS,184,40.779,-73.88,42.361,-71.01
LGA,BWI,185,40.779,-73.88,39.173,-76.684
LGA,CAE,617,40.779,-73.88,33.942,-81.118
LGA,CLT,544,40.779,-73.88,35.223,-80.954
LGA,CMH,479,40.779,-73.88,39.991,-82.877
LGA,DCA,214,40.779,-73.88,38.847,-77.035
LGA,DEN,1620,40.779,-73.88,39.847,-104.656
LGA,DFW,1389,40.779,-73.88,32.897,-97.022
LGA,DTW,502,40.779,-73.88,42.231,-85
LGA,FLL,1076,40.779,-73.88,26.079,-80.162
LGA,GRR,618,40.779,-73.88,42.882,-85.523
LGA,IAD,229,40.779,-73.88,38.935,-77.447
LGA,IAH,1416,40.779,-73.88,29.984,-95.361
LGA,LAX,2469,40.779,-73.88,33.938,-118.387
LGA,MCI,1107,40.779,-73.88,39.297,-94.731
LGA,MCO,950,40.779,-73.88,28.418,-81.324
LGA,MDW,725,40.779,-73.88,41.784,-87.755
LGA,MIA,1096,40.779,-73.88,25.788,-80.317
LGA,MSP,1020,40.779,-73.88,44.885,-93.231
LGA,ORD,733,40.779,-73.88,41.96,-87.932
LGA,PHL,96,40.779,-73.88,39.873,-75.227
LGA,PIT,335,40.779,-73.88,40.48459,-80.21448
LGA,PVD,143,40.779,-73.88,41.723,-71.432
LGA,RIC,292,40.779,-73.88,37.512,-77.323
LGA,SAV,722,40.779,-73.88,32.131,-81.202
LGA,SLC,1983,40.779,-73.88,40.771,-111.965
LGA,STL,888,40.779,-73.88,38.752,-90.373
LGA,TPA,1010,40.779,-73.88,27.963,-82.54
MCI,ATL,692,39.297,-94.731,33.63,-84.442
MCI,AUS,650,39.297,-94.731,30.183,-97.68
MCI,BNA,491,39.297,-94.731,36.111,-86.688
MCI,BOS,1256,39.297,-94.731,42.361,-71.01
MCI,BWI,967,39.297,-94.731,39.173,-76.684
MCI,CLT,808,39.297,-94.731,35.223,-80.954
MCI,DCA,949,39.297,-94.731,38.847,-77.035
MCI,DEN,533,39.297,-94.731,39.847,-104.656
MCI,DFW,460,39.297,-94.731,32.897,-97.022
MCI,DTW,629,39.297,-94.731,42.231,-85
MCI,EWR,1092,39.297,-94.731,40.683,-74.169
MCI,FLL,1242,39.297,-94.731,26.079,-80.162
MCI,IAD,926,39.297,-94.731,38.935,-77.447
MCI,IAH,643,39.297,-94.731,29.984,-95.361
MCI,LAX,1363,39.297,-94.731,33.938,-118.387
MCI,LGA,1107,39.297,-94.731,40.779,-73.88
MCI,MCO,1072,39.297,-94.731,28.418,-81.324
MCI,MDW,405,39.297,-94.731,41.784,-87.755
MCI,MIA,1251,39.297,-94.731,25.788,-80.317
MCI,MSP,393,39.297,-94.731,44.885,-93.231
MCI,ORD,403,39.297,-94.731,41.96,-87.932
MCI,PHL,1038,39.297,-94.731,39.873,-75.227
MCI,SAN,1334,39.297,-94.731,32.734,-117.183
MCI,SAT,706,39.297,-94.731,29.544,-98.484
MCI,SFO,1499,39.297,-94.731,37.62,-122.366
MCI,SLC,920,39.297,-94.731,40.771,-111.965
MCI,STL,237,39.297,-94.731,38.752,-90.373
MCI,TPA,1048,39.297,-94.731,27.963,-82.54
MCO,ACY,852,28.418,-81.324,39.452,-74.567
MCO,ATL,404,28.418,-81.324,33.63,-84.442
MCO,AUS,994,28.418,-81.324,30.183,-97.68
MCO,BNA,616,28.418,-81.324,36.111,-86.688
MCO,BOS,1121,28.418,-81.324,42.361,-71.01
MCO,BTR,610,28.418,-81.324,30.538,-91.147
MCO,BWI,787,28.418,-81.324,39.173,-76.684
MCO,CLT,468,28.418,-81.324,35.223,-80.954
MCO,CMH,802,28.418,-81.324,39.991,-82.877
MCO,DCA,759,28.418,-81.324,38.847,-77.035
MCO,DEN,1546,28.418,-81.324,39.847,-104.656
MCO,DFW,985,28.418,-81.324,32.897,-97.022
MCO,DTW,957,28.418,-81.324,42.231,-85
MCO,ELP,1516,28.418,-81.324,31.812,-106.377
MCO,EWR,937,28.418,-81.324,40.683,-74.169
MCO,FLL,177,28.418,-81.324,26.079,-80.162
MCO,GRR,1024,28.418,-81.324,42.882,-85.523
MCO,HRL,1016,28.418,-81.324,26.23,-97.656
MCO,IAD,758,28.418,-81.324,38.935,-77.447
MCO,IAH,854,28.418,-81.324,29.984,-95.361
MCO,JAN,588,28.418,-81.324,32.32,-90.078
MCO,LAX,2218,28.418,-81.324,33.938,-118.387
MCO,LGA,950,28.418,-81.324,40.779,-73.88
MCO,MCI,1072,28.418,-81.324,39.297,-94.731
MCO,MDW,990,28.418,-81.324,41.784,-87.755
MCO,MIA,192,28.418,-81.324,25.788,-80.317
MCO,MSP,1310,28.418,-81.324,44.885,-93.231
MCO,ORD,1005,28.418,-81.324,41.96,-87.932
MCO,PHL,861,28.418,-81.324,39.873,-75.227
MCO,PIT,834,28.418,-81.324,40.48459,-80.21448
MCO,PVD,1072,28.418,-81.324,41.723,-71.432
MCO,RIC,667,28.418,-81.324,37.512,-77.323
MCO,SAN,2149,28.418,-81.324,32.734,-117.183
MCO,SAT,1041,28.418,-81.324,29.544,-98.484
MCO,SFO,2446,28.418,-81.324,37.62,-122.366
MCO,SLC,1931,28.418,-81.324,40.771,-111.965
MCO,STL,882,28.418,-81.324,38.752,-90.373
MDW,ATL,591,41.784,-87.755,33.63,-84.442
MDW,AUS,972,41.784,-87.755,30.183,-97.68
MDW,BNA,395,41.784,-87.755,36.111,-86.688
MDW,BOS,861,41.784,-87.755,42.361,-71.01
MDW,BWI,611,41.784,-87.755,39.173,-76.684
MDW,CLT,584,41.784,-87.755,35.223,-80.954
MDW,CMH,283,41.784,-87.755,39.991,-82.877
MDW,DCA,601,41.784,-87.755,38.847,-77.035
MDW,DEN,895,41.784,-87.755,39.847,-104.656
MDW,DFW,797,41.784,-87.755,32.897,-97.022
MDW,DTW,228,41.784,-87.755,42.231,-85
MDW,FLL,1167,41.784,-87.755,26.079,-80.162
MDW,GRR,137,41.784,-87.755,42.882,-85.523
MDW,IAD,577,41.784,-87.755,38.935,-77.447
MDW,IAH,917,41.784,-87.755,29.984,-95.361
MDW,LAX,1750,41.784,-87.755,33.938,-118.387
MDW,LGA,725,41.784,-87.755,40.779,-73.88
MDW,MCI,405,41.784,-87.755,39.297,-94.731
MDW,MCO,990,41.784,-87.755,28.418,-81.324
MDW,MIA,1182,41.784,-87.755,25.788,-80.317
MDW,MSP,349,41.784,-87.755,44.885,-93.231
MDW,PHL,668,41.784,-87.755,39.873,-75.227
MDW,PIT,402,41.784,-87.755,40.48459,-80.21448
MDW,PVD,842,41.784,-87.755,41.723,-71.432
MDW,RIC,629,41.784,-87.755,37.512,-77.323
MDW,SAN,1728,41.784,-87.755,32.734,-117.183
MDW,SAT,1036,41.784,-87.755,29.544,-98.484
MDW,SAV,758,41.784,-87.755,32.131,-81.202
MDW,SFO,1855,41.784,-87.755,37.62,-122.366
MDW,SLC,1259,41.784,-87.755,40.771,-111.965
MDW,SMF,1790,41.784,-87.755,38.701,-121.595
MDW,STL,251,41.784,-87.755,38.752,-90.373
MDW,TPA,997,41.784,-87.755,27.963,-82.54
MIA,ACY,998,25.788,-80.317,39.452,-74.567
MIA,AGS,531,25.788,-80.317,33.365,-81.964
MIA,ATL,594,25.788,-80.317,33.63,-84.442
MIA,AUS,1103,25.788,-80.317,30.183,-97.68
MIA,BNA,806,25.788,-80.317,36.111,-86.688
MIA,BOS,1258,25.788,-80.317,42.361,-71.01
MIA,BWI,946,25.788,-80.317,39.173,-76.684
MIA,CAE,563,25.788,-80.317,33.942,-81.118
MIA,CLT,650,25.788,-80.317,35.223,-80.954
MIA,CMH,990,25.788,-80.317,39.991,-82.877
MIA,DCA,919,25.788,-80.317,38.847,-77.035
MIA,DEN,1709,25.788,-80.317,39.847,-104.656
MIA,DFW,1121,25.788,-80.317,32.897,-97.022
MIA,DTW,1145,25.788,-80.317,42.231,-85
MIA,EWR,1085,25.788,-80.317,40.683,-74.169
MIA,FLL,21,25.788,-80.317,26.079,-80.162
MIA,GRR,1214,25.788,-80.317,42.882,-85.523
MIA,IAD,921,25.788,-80.317,38.935,-77.447
MIA,IAH,964,25.788,-80.317,29.984,-95.361
MIA,ICT,1295,25.788,-80.317,37.648,-97.43
MIA,JAN,742,25.788,-80.317,32.32,-90.078
MIA,LAX,2342,25.788,-80.317,33.938,-118.387
MIA,LGA,1096,25.788,-80.317,40.779,-73.88
MIA,MCI,1251,25.788,-80.317,39.297,-94.731
MIA,MCO,192,25.788,-80.317,28.418,-81.324
MIA,MDW,1182,25.788,-80.317,41.784,-87.755
MIA,MSP,1501,25.788,-80.317,44.885,-93.231
MIA,ORD,1197,25.788,-80.317,41.96,-87.932
MIA,PHL,1013,25.788,-80.317,39.873,-75.227
MIA,PIT,1013,25.788,-80.317,40.48459,-80.21448
MIA,PVD,1209,25.788,-80.317,41.723,-71.432
MIA,RIC,825,25.788,-80.317,37.512,-77.323
MIA,SAN,2267,25.788,-80.317,32.734,-117.183
MIA,SAT,1143,25.788,-80.317,29.544,-98.484
MIA,SAV,440,25.788,-80.317,32.131,-81.202
MIA,SFO,2585,25.788,-80.317,37.62,-122.366
MIA,SLC,2088,25.788,-80.317,40.771,-111.965
MIA,SMF,2552,25.788,-80.317,38.701,-121.595
MIA,STL,1068,25.788,-80.317,38.752,-90.373
MIA,TPA,204,25.788,-80.317,27.963,-82.54
MOT,DEN,604,48.252,-101.269,39.847,-104.656
MOT,MSP,449,48.252,-101.269,44.885,-93.231
MSP,ANC,2519,44.885,-93.231,61.169,-150.028
MSP,ATL,907,44.885,-93.231,33.63,-84.442
MSP,AUS,1042,44.885,-93.231,30.183,-97.68
MSP,BNA,695,44.885,-93.231,36.111,-86.688
MSP,BOS,1124,44.885,-93.231,42.361,-71.01
MSP,BWI,936,44.885,-93.231,39.173,-76.684
MSP,CLT,930,44.885,-93.231,35.223,-80.954
MSP,CMH,626,44.885,-93.231,39.991,-82.877
MSP,DCA,931,44.885,-93.231,38.847,-77.035
MSP,DEN,680,44.885,-93.231,39.847,-104.656
MSP,DFW,852,44.885,-93.231,32.897,-97.022
MSP,DLH,144,44.885,-93.231,46.844,-92.187
MSP,DTW,528,44.885,-93.231,42.231,-85
MSP,EWR,1008,44.885,-93.231,40.683,-74.169
MSP,FLL,1487,44.885,-93.231,26.079,-80.162
MSP,GFK,284,44.885,-93.231,47.943,-97.183
MSP,GRR,408,44.885,-93.231,42.882,-85.523
MSP,HRL,1310,44.885,-93.231,26.23,-97.656
MSP,IAD,908,44.885,-93.231,38.935,-77.447
MSP,IAH,1034,44.885,-93.231,29.984,-95.361
MSP,ICT,545,44.885,-93.231,37.648,-97.43
MSP,INL,255,44.885,-93.231,48.559,-93.396
MSP,LAX,1535,44.885,-93.231,33.938,-118.387
MSP,LGA,1020,44.885,-93.231,40.779,-73.88
MSP,MCI,393,44.885,-93.231,39.297,-94.731
MSP,MCO,1310,44.885,-93.231,28.418,-81.324
MSP,MDW,349,44.885,-93.231,41.784,-87.755
MSP,MIA,1501,44.885,-93.231,25.788,-80.317
MSP,MOT,449,44.885,-93.231,48.252,-101.269
MSP,ORD,334,44.885,-93.231,41.96,-87.932
MSP,PHL,980,44.885,-93.231,39.873,-75.227
MSP,PIT,726,44.885,-93.231,40.48459,-80.21448
MSP,PVD,1117,44.885,-93.231,41.723,-71.432
MSP,RIC,970,44.885,-93.231,37.512,-77.323
MSP,SAN,1532,44.885,-93.231,32.734,-117.183
MSP,SAT,1097,44.885,-93.231,29.544,-98.484
MSP,SAV,1092,44.885,-93.231,32.131,-81.202
MSP,SFO,1589,44.885,-93.231,37.62,-122.366
MSP,SLC,991,44.885,-93.231,40.771,-111.965
MSP,SMF,1517,44.885,-93.231,38.701,-121.595
MSP,STL,448,44.885,-93.231,38.752,-90.373
MSP,TPA,1306,44.885,-93.231,27.963,-82.54
ORD,AGS,677,41.96,-87.932,33.365,-81.964
ORD,ANC,2846,41.96,-87.932,61.169,-150.028
ORD,ATL,606,41.96,-87.932,33.63,-84.442
ORD,AUS,977,41.96,-87.932,30.183,-97.68
ORD,BNA,409,41.96,-87.932,36.111,-86.688
ORD,BOS,867,41.96,-87.932,42.361,-71.01
ORD,BWI,621.6769879,41.96,-87.932,39.173,-76.684
ORD,CAE,666,41.96,-87.932,33.942,-81.118
ORD,CLT,599,41.96,-87.932,35.223,-80.954
ORD,CMH,296,41.96,-87.932,39.991,-82.877
ORD,DCA,612,41.96,-87.932,38.847,-77.035
ORD,DEN,888,41.96,-87.932,39.847,-104.656
ORD,DFW,801.7066314,41.96,-87.932,32.897,-97.022
ORD,DLH,397,41.96,-87.932,46.844,-92.187
ORD,DTW,235,41.96,-87.932,42.231,-85
ORD,ELP,1236,41.96,-87.932,31.812,-106.377
ORD,EWR,719,41.96,-87.932,40.683,-74.169
ORD,FLL,1182,41.96,-87.932,26.079,-80.162
ORD,GRR,137,41.96,-87.932,42.882,-85.523
ORD,HRL,1219,41.96,-87.932,26.23,-97.656
ORD,IAD,588,41.96,-87.932,38.935,-77.447
ORD,IAH,925,41.96,-87.932,29.984,-95.361
ORD,ICT,588,41.96,-87.932,37.648,-97.43
ORD,LAX,1744,41.96,-87.932,33.938,-118.387
ORD,LGA,733,41.96,-87.932,40.779,-73.88
ORD,MCI,403,41.96,-87.932,39.297,-94.731
ORD,MCO,1005,41.96,-87.932,28.418,-81.324
ORD,MIA,1197,41.96,-87.932,25.788,-80.317
ORD,MSP,334,41.96,-87.932,44.885,-93.231
ORD,PHL,678,41.96,-87.932,39.873,-75.227
ORD,PIT,413,41.96,-87.932,40.48459,-80.21448
ORD,PVD,849,41.96,-87.932,41.723,-71.432
ORD,RIC,642,41.96,-87.932,37.512,-77.323
ORD,SAN,1723,41.96,-87.932,32.734,-117.183
ORD,SAT,1041,41.96,-87.932,29.544,-98.484
ORD,SAV,773,41.96,-87.932,32.131,-81.202
ORD,SBA,1803,41.96,-87.932,34.4241,-119.84249
ORD,SFO,1846,41.96,-87.932,37.62,-122.366
ORD,SLC,1250,41.96,-87.932,40.771,-111.965
ORD,SMF,1781,41.96,-87.932,38.701,-121.595
ORD,STL,258,41.96,-87.932,38.752,-90.373
ORD,TPA,1011.700111,41.96,-87.932,27.963,-82.54
PBG,IAD,444,44.639,-73.463,38.935,-77.447
PHL,AGS,583,39.873,-75.227,33.365,-81.964
PHL,ATL,666,39.873,-75.227,33.63,-84.442
PHL,AUS,1430,39.873,-75.227,30.183,-97.68
PHL,BNA,675,39.873,-75.227,36.111,-86.688
PHL,BOS,280,39.873,-75.227,42.361,-71.01
PHL,CAE,523,39.873,-75.227,33.942,-81.118
PHL,CLT,449,39.873,-75.227,35.223,-80.954
PHL,CMH,406,39.873,-75.227,39.991,-82.877
PHL,DCA,119,39.873,-75.227,38.847,-77.035
PHL,DEN,1558,39.873,-75.227,39.847,-104.656
PHL,DFW,1303,39.873,-75.227,32.897,-97.022
PHL,DTW,453,39.873,-75.227,42.231,-85
PHL,EWR,80,39.873,-75.227,40.683,-74.169
PHL,FLL,992,39.873,-75.227,26.079,-80.162
PHL,GRR,573,39.873,-75.227,42.882,-85.523
PHL,IAH,1325,39.873,-75.227,29.984,-95.361
PHL,LAX,2402,39.873,-75.227,33.938,-118.387
PHL,LGA,96,39.873,-75.227,40.779,-73.88
PHL,MCI,1038,39.873,-75.227,39.297,-94.731
PHL,MCO,861,39.873,-75.227,28.418,-81.324
PHL,MDW,668,39.873,-75.227,41.784,-87.755
PHL,MIA,1013,39.873,-75.227,25.788,-80.317
PHL,MSP,980,39.873,-75.227,44.885,-93.231
PHL,ORD,678,39.873,-75.227,41.96,-87.932
PHL,PIT,268,39.873,-75.227,40.48459,-80.21448
PHL,PVD,237,39.873,-75.227,41.723,-71.432
PHL,RIC,198,39.873,-75.227,37.512,-77.323
PHL,SAN,2370,39.873,-75.227,32.734,-117.183
PHL,SAT,1496,39.873,-75.227,29.544,-98.484
PHL,SAV,629,39.873,-75.227,32.131,-81.202
PHL,SFO,2521,39.873,-75.227,37.62,-122.366
PHL,SLC,1927,39.873,-75.227,40.771,-111.965
PHL,STL,814,39.873,-75.227,38.752,-90.373
PHL,TPA,920,39.873,-75.227,27.963,-82.54
PIT,ATL,526,40.48459,-80.21448,33.63,-84.442
PIT,AUS,1210,40.48459,-80.21448,30.183,-97.68
PIT,BNA,462,40.48459,-80.21448,36.111,-86.688
PIT,BOS,496,40.48459,-80.21448,42.361,-71.01
PIT,BWI,210,40.48459,-80.21448,39.173,-76.684
PIT,CLT,366,40.48459,-80.21448,35.223,-80.954
PIT,CMH,145,40.48459,-80.21448,39.991,-82.877
PIT,DCA,204,40.48459,-80.21448,38.847,-77.035
PIT,DEN,1290,40.48459,-80.21448,39.847,-104.656
PIT,DFW,1067,40.48459,-80.21448,32.897,-97.022
PIT,DTW,201,40.48459,-80.21448,42.231,-85
PIT,EWR,319,40.48459,-80.21448,40.683,-74.169
PIT,FLL,994,40.48459,-80.21448,26.079,-80.162
PIT,IAD,182,40.48459,-80.21448,38.935,-77.447
PIT,IAH,1117,40.48459,-80.21448,29.984,-95.361
PIT,LAX,2136,40.48459,-80.21448,33.938,-118.387
PIT,LGA,335,40.48459,-80.21448,40.779,-73.88
PIT,MCO,834,40.48459,-80.21448,28.418,-81.324
PIT,MDW,402,40.48459,-80.21448,41.784,-87.755
PIT,MIA,1013,40.48459,-80.21448,25.788,-80.317
PIT,MSP,726,40.48459,-80.21448,44.885,-93.231
PIT,ORD,413,40.48459,-80.21448,41.96,-87.932
PIT,PHL,268,40.48459,-80.21448,39.873,-75.227
PIT,SFO,2254,40.48459,-80.21448,37.62,-122.366
PIT,SLC,1660,40.48459,-80.21448,40.771,-111.965
PIT,STL,554,40.48459,-80.21448,38.752,-90.373
PIT,TPA,873,40.48459,-80.21448,27.963,-82.54
PVD,ATL,903,41.723,-71.432,33.63,-84.442
PVD,BWI,327,41.723,-71.432,39.173,-76.684
PVD,CLT,683,41.723,-71.432,35.223,-80.954
PVD,DCA,356,41.723,-71.432,38.847,-77.035
PVD,DEN,1737,41.723,-71.432,39.847,-104.656
PVD,DTW,615,41.723,-71.432,42.231,-85
PVD,EWR,160,41.723,-71.432,40.683,-74.169
PVD,FLL,1188,41.723,-71.432,26.079,-80.162
PVD,IAD,371,41.723,-71.432,38.935,-77.447
PVD,LGA,143,41.723,-71.432,40.779,-73.88
PVD,MCO,1072,41.723,-71.432,28.418,-81.324
PVD,MDW,842,41.723,-71.432,41.784,-87.755
PVD,MIA,1209,41.723,-71.432,25.788,-80.317
PVD,MSP,1117,41.723,-71.432,44.885,-93.231
PVD,ORD,849,41.723,-71.432,41.96,-87.932
PVD,PHL,237,41.723,-71.432,39.873,-75.227
PVD,TPA,1136,41.723,-71.432,27.963,-82.54
RIC,ATL,481,37.512,-77.323,33.63,-84.442
RIC,BOS,474,37.512,-77.323,42.361,-71.01
RIC,CLT,257,37.512,-77.323,35.223,-80.954
RIC,DEN,1482,37.512,-77.323,39.847,-104.656
RIC,DFW,1158,37.512,-77.323,32.897,-97.022
RIC,DTW,456,37.512,-77.323,42.231,-85
RIC,EWR,277,37.512,-77.323,40.683,-74.169
RIC,FLL,805,37.512,-77.323,26.079,-80.162
RIC,IAD,100,37.512,-77.323,38.935,-77.447
RIC,IAH,1157,37.512,-77.323,29.984,-95.361
RIC,LGA,292,37.512,-77.323,40.779,-73.88
RIC,MCO,667,37.512,-77.323,28.418,-81.324
RIC,MDW,629,37.512,-77.323,41.784,-87.755
RIC,MIA,825,37.512,-77.323,25.788,-80.317
RIC,MSP,970,37.512,-77.323,44.885,-93.231
RIC,ORD,642,37.512,-77.323,41.96,-87.932
RIC,PHL,198,37.512,-77.323,39.873,-75.227
RIC,TPA,723,37.512,-77.323,27.963,-82.54
SAN,ATL,1892,32.734,-117.183,33.63,-84.442
SAN,AUS,1164,32.734,-117.183,30.183,-97.68
SAN,BNA,1751,32.734,-117.183,36.111,-86.688
SAN,BOS,2588,32.734,-117.183,42.361,-71.01
SAN,BWI,2295,32.734,-117.183,39.173,-76.684
SAN,CLT,2077,32.734,-117.183,35.223,-80.954
SAN,DEN,853,32.734,-117.183,39.847,-104.656
SAN,DFW,1171,32.734,-117.183,32.897,-97.022
SAN,DTW,1956,32.734,-117.183,42.231,-85
SAN,ELP,636,32.734,-117.183,31.812,-106.377
SAN,EWR,2425,32.734,-117.183,40.683,-74.169
SAN,FLL,2269,32.734,-117.183,26.079,-80.162
SAN,IAD,2253,32.734,-117.183,38.935,-77.447
SAN,IAH,1303,32.734,-117.183,29.984,-95.361
SAN,LAX,109,32.734,-117.183,33.938,-118.387
SAN,MCI,1334,32.734,-117.183,39.297,-94.731
SAN,MCO,2149,32.734,-117.183,28.418,-81.324
SAN,MDW,1728,32.734,-117.183,41.784,-87.755
SAN,MIA,2267,32.734,-117.183,25.788,-80.317
SAN,MSP,1532,32.734,-117.183,44.885,-93.231
SAN,ORD,1723,32.734,-117.183,41.96,-87.932
SAN,PHL,2370,32.734,-117.183,39.873,-75.227
SAN,SAT,1129,32.734,-117.183,29.544,-98.484
SAN,SBA,192,32.734,-117.183,34.4241,-119.84249
SAN,SFO,447,32.734,-117.183,37.62,-122.366
SAN,SLC,626,32.734,-117.183,40.771,-111.965
SAN,SMF,480,32.734,-117.183,38.701,-121.595
SAN,STL,1557,32.734,-117.183,38.752,-90.373
SAN,TPA,2087,32.734,-117.183,27.963,-82.54
SAT,ATL,874,29.544,-98.484,33.63,-84.442
SAT,BNA,822,29.544,-98.484,36.111,-86.688
SAT,BOS,1764,29.544,-98.484,42.361,-71.01
SAT,BWI,1407,29.544,-98.484,39.173,-76.684
SAT,CLT,1095,29.544,-98.484,35.223,-80.954
SAT,DEN,794,29.544,-98.484,39.847,-104.656
SAT,DFW,247,29.544,-98.484,32.897,-97.022
SAT,DTW,1214,29.544,-98.484,42.231,-85
SAT,ELP,496,29.544,-98.484,31.812,-106.377
SAT,EWR,1569,29.544,-98.484,40.683,-74.169
SAT,FLL,1145,29.544,-98.484,26.079,-80.162
SAT,IAD,1362,29.544,-98.484,38.935,-77.447
SAT,IAH,191,29.544,-98.484,29.984,-95.361
SAT,LAX,1211,29.544,-98.484,33.938,-118.387
SAT,MCI,706,29.544,-98.484,39.297,-94.731
SAT,MCO,1041,29.544,-98.484,28.418,-81.324
SAT,MDW,1036,29.544,-98.484,41.784,-87.755
SAT,MIA,1143,29.544,-98.484,25.788,-80.317
SAT,MSP,1097,29.544,-98.484,44.885,-93.231
SAT,ORD,1041,29.544,-98.484,41.96,-87.932
SAT,PHL,1496,29.544,-98.484,39.873,-75.227
SAT,SAN,1129,29.544,-98.484,32.734,-117.183
SAT,SFO,1482,29.544,-98.484,37.62,-122.366
SAT,SLC,1087,29.544,-98.484,40.771,-111.965
SAT,STL,786,29.544,-98.484,38.752,-90.373
SAT,TPA,972,29.544,-98.484,27.963,-82.54
SAV,ATL,214,32.131,-81.202,33.63,-84.442
SAV,BNA,417,32.131,-81.202,36.111,-86.688
SAV,BOS,901,32.131,-81.202,42.361,-71.01
SAV,BWI,549,32.131,-81.202,39.173,-76.684
SAV,CLT,213,32.131,-81.202,35.223,-80.954
SAV,DCA,519,32.131,-81.202,38.847,-77.035
SAV,DEN,1414,32.131,-81.202,39.847,-104.656
SAV,DFW,925,32.131,-81.202,32.897,-97.022
SAV,DTW,705,32.131,-81.202,42.231,-85
SAV,EWR,708,32.131,-81.202,40.683,-74.169
SAV,IAD,515,32.131,-81.202,38.935,-77.447
SAV,IAH,851,32.131,-81.202,29.984,-95.361
SAV,LGA,722,32.131,-81.202,40.779,-73.88
SAV,MDW,758,32.131,-81.202,41.784,-87.755
SAV,MIA,440,32.131,-81.202,25.788,-80.317
SAV,MSP,1092,32.131,-81.202,44.885,-93.231
SAV,ORD,773,32.131,-81.202,41.96,-87.932
SAV,PHL,629,32.131,-81.202,39.873,-75.227
SBA,DEN,916,34.4241,-119.84249,39.847,-104.656
SBA,DFW,1316,34.4241,-119.84249,32.897,-97.022
SBA,LAX,89,34.4241,-119.84249,33.938,-118.387
SBA,ORD,1803,34.4241,-119.84249,41.96,-87.932
SBA,SAN,192,34.4241,-119.84249,32.734,-117.183
SBA,SFO,262,34.4241,-119.84249,37.62,-122.366
SBA,SMF,310,34.4241,-119.84249,38.701,-121.595
SFO,ANC,2018,37.62,-122.366,61.169,-150.028
SFO,ATL,2139,37.62,-122.366,33.63,-84.442
SFO,AUS,1504,37.62,-122.366,30.183,-97.68
SFO,BNA,1969,37.62,-122.366,36.111,-86.688
SFO,BOS,2704,37.62,-122.366,42.361,-71.01
SFO,BWI,2457,37.62,-122.366,39.173,-76.684
SFO,CLT,2296,37.62,-122.366,35.223,-80.954
SFO,CMH,2120,37.62,-122.366,39.991,-82.877
SFO,DCA,2442,37.62,-122.366,38.847,-77.035
SFO,DEN,967,37.62,-122.366,39.847,-104.656
SFO,DFW,1464,37.62,-122.366,32.897,-97.022
SFO,DTW,2079,37.62,-122.366,42.231,-85
SFO,EWR,2565,37.62,-122.366,40.683,-74.169
SFO,FLL,2584,37.62,-122.366,26.079,-80.162
SFO,IAD,2419,37.62,-122.366,38.935,-77.447
SFO,IAH,1635,37.62,-122.366,29.984,-95.361
SFO,LAX,337,37.62,-122.366,33.938,-118.387
SFO,MCI,1499,37.62,-122.366,39.297,-94.731
SFO,MCO,2446,37.62,-122.366,28.418,-81.324
SFO,MDW,1855,37.62,-122.366,41.784,-87.755
SFO,MIA,2585,37.62,-122.366,25.788,-80.317
SFO,MSP,1589,37.62,-122.366,44.885,-93.231
SFO,ORD,1846,37.62,-122.366,41.96,-87.932
SFO,PHL,2521,37.62,-122.366,39.873,-75.227
SFO,PIT,2254,37.62,-122.366,40.48459,-80.21448
SFO,SAN,447,37.62,-122.366,32.734,-117.183
SFO,SAT,1482,37.62,-122.366,29.544,-98.484
SFO,SBA,262,37.62,-122.366,34.4241,-119.84249
SFO,SLC,599,37.62,-122.366,40.771,-111.965
SFO,SMF,86,37.62,-122.366,38.701,-121.595
SFO,TPA,2393,37.62,-122.366,27.963,-82.54
SLC,ANC,2125,40.771,-111.965,61.169,-150.028
SLC,ATL,1590,40.771,-111.965,33.63,-84.442
SLC,AUS,1086,40.771,-111.965,30.183,-97.68
SLC,BNA,1404,40.771,-111.965,36.111,-86.688
SLC,BOS,2105,40.771,-111.965,42.361,-71.01
SLC,BWI,1865,40.771,-111.965,39.173,-76.684
SLC,CLT,1727,40.771,-111.965,35.223,-80.954
SLC,DCA,1851,40.771,-111.965,38.847,-77.035
SLC,DEN,391,40.771,-111.965,39.847,-104.656
SLC,DFW,989,40.771,-111.965,32.897,-97.022
SLC,DTW,1481,40.771,-111.965,42.231,-85
SLC,EWR,1969,40.771,-111.965,40.683,-74.169
SLC,FLL,2084,40.771,-111.965,26.079,-80.162
SLC,IAD,1828,40.771,-111.965,38.935,-77.447
SLC,IAH,1195,40.771,-111.965,29.984,-95.361
SLC,LAX,590,40.771,-111.965,33.938,-118.387
SLC,LGA,1983,40.771,-111.965,40.779,-73.88
SLC,MCI,920,40.771,-111.965,39.297,-94.731
SLC,MCO,1931,40.771,-111.965,28.418,-81.324
SLC,MDW,1259,40.771,-111.965,41.784,-87.755
